"locale","region","date","description","type","notes"
"es-MX","","2017-01-01","Año Nuevo","NF",""
"es-MX","","2017-02-06","Día de la Constitución","NV",""
"es-MX","","2017-03-21","Natalicio de Benito Juárez","NV",""
"es-MX","","2017-04-13","Jueves Santo","NRV",""
"es-MX","","2017-04-14","Viernes Santo","NRV",""
"es-MX","","2017-05-01","Día del Trabajo","NF",""
"es-MX","","2017-09-16","Día de la Independencia","NF",""
"es-MX","","2017-11-20","Día de la Revolución","NV",""
"es-MX","","2017-12-12","Nuestra Señora de Guadalupe","NRF",""
"es-MX","","2017-12-25","Navidad","NRF",""
