"locale","region","date","description","type","notes"
"sv-SE","","2012-01-01","Nyårsdagen","NF",""
"sv-SE","","2012-01-06","Trettondedag jul","NRF",""
"sv-SE","","2012-04-06","Långfredagen","NRV",""
"sv-SE","","2012-04-08","Påskdagen","NRV",""
"sv-SE","","2012-04-09","Annandag påsk","NRV",""
"sv-SE","","2012-04-30","Valborgmässoafton","NF",""
"sv-SE","","2012-05-01","Första maj","NF",""
"sv-SE","","2012-05-17","Kristi Himmelsfärdsdag","NRV",""
"sv-SE","","2012-05-27","Pingstdagen","NRV",""
"sv-SE","","2012-06-06","Nationaldagen","NF",""
"sv-SE","","2012-06-22","Midsommarafton","NV",""
"sv-SE","","2012-06-23","Midsommardagen","NV",""
"sv-SE","","2012-11-03","Alla Helgons Dag","NV",""
"sv-SE","","2012-12-24","Julafton","NRF",""
"sv-SE","","2012-12-25","Juldagen","NRF",""
"sv-SE","","2012-12-26","Annandag jul","NRF",""
"sv-SE","","2012-12-31","Nyårsafton","NF",""
