"locale","region","date","description","type","notes"
"en-NZ","","2011-01-01","New Year's Day","N",""
"en-NZ","","2011-01-02","Day after New Years Day","N",""
"en-NZ","","2011-02-06","Waitangi Day","N",""
"en-NZ","","2011-04-22","Good Friday","N",""
"en-NZ","","2011-04-25","Easter Monday","N",""
"en-NZ","","2011-04-25","ANZAC Day","N",""
"en-NZ","","2011-06-06","Queen's Birthday","N",""
"en-NZ","","2011-10-24","Labour Day","N",""
"en-NZ","","2011-12-25","Christmas Day","N",""
"en-NZ","","2011-12-26","Boxing Day","N",""
