"locale","region","date","description","type","notes"
"es-CO","","2019-01-01","Año Nuevo","NF",""
"es-CO","","2019-01-07","Día de los Reyes Magos","NRV",""
"es-CO","","2019-03-25","Día de San José","NRV",""
"es-CO","","2019-04-18","Jueves Santo","NRV",""
"es-CO","","2019-04-19","Viernes Santo","NRV",""
"es-CO","","2019-04-21","Domingo de Pascua","NRV",""
"es-CO","","2019-05-01","Día del Trabajo","NF",""
"es-CO","","2019-06-03","La Ascensión del Señor","NRV",""
"es-CO","","2019-06-24","Corpus Christi","NRV",""
"es-CO","","2019-07-01","El Sagrado Corazón de Jesús","NRV",""
"es-CO","","2019-07-01","San Pedro y San Pablo","NRV",""
"es-CO","","2019-07-20","Grito de Independencia","NF",""
"es-CO","","2019-08-07","Batalla de Boyacá","NF",""
"es-CO","","2019-08-19","Asunción de la Virgen","NRV",""
"es-CO","","2019-10-14","Día de la Raza","NV",""
"es-CO","","2019-11-04","Todos los Santos","NRV",""
"es-CO","","2019-11-11","Independencia de Cartagena","NV",""
"es-CO","","2019-12-08","Inmaculada Concepción","NRF",""
"es-CO","","2019-12-25","Navidad","NRF",""
