"locale","region","date","description","type","notes"
"is-IS","","2027-01-01","Nýársdagur","NRF",""
"is-IS","","2027-03-25","Skírdagur","NRV",""
"is-IS","","2027-03-26","Föstudagurinn langi","NRV",""
"is-IS","","2027-03-28","Páskadagur","NRV",""
"is-IS","","2027-03-29","Annar dagur páska","NRV",""
"is-IS","","2027-04-22","Sumardagurinn fyrsti","NV",""
"is-IS","","2027-05-01","Verkalýðsdagurinn","NF",""
"is-IS","","2027-05-06","Uppstigningardagur","NRV",""
"is-IS","","2027-05-16","Hvítasunnudagur","NRV",""
"is-IS","","2027-05-17","Annar dagur hvítasunnu","NRV",""
"is-IS","","2027-06-17","Þjóðhátíðardagurinn","NF",""
"is-IS","","2027-08-02","Frídagur verslunarmanna","NV",""
"is-IS","","2027-12-24","Aðfangadagur jóla","NRF","Holiday from 13:00"
"is-IS","","2027-12-25","Jóladagur","NRF",""
"is-IS","","2027-12-26","Annar dagur jóla","NRF",""
"is-IS","","2027-12-31","Gamlársdagur","NF","Holiday from 13:00"
