"locale","region","date","description","type","notes"
"is-IS","","2024-01-01","Nýársdagur","NRF",""
"is-IS","","2024-03-28","Skírdagur","NRV",""
"is-IS","","2024-03-29","Föstudagurinn langi","NRV",""
"is-IS","","2024-03-31","Páskadagur","NRV",""
"is-IS","","2024-04-01","Annar dagur páska","NRV",""
"is-IS","","2024-04-25","Sumardagurinn fyrsti","NV",""
"is-IS","","2024-05-01","Verkalýðsdagurinn","NF",""
"is-IS","","2024-05-09","Uppstigningardagur","NRV",""
"is-IS","","2024-05-19","Hvítasunnudagur","NRV",""
"is-IS","","2024-05-20","Annar dagur hvítasunnu","NRV",""
"is-IS","","2024-06-17","Þjóðhátíðardagurinn","NF",""
"is-IS","","2024-08-05","Frídagur verslunarmanna","NV",""
"is-IS","","2024-12-24","Aðfangadagur jóla","NRF","Holiday from 13:00"
"is-IS","","2024-12-25","Jóladagur","NRF",""
"is-IS","","2024-12-26","Annar dagur jóla","NRF",""
"is-IS","","2024-12-31","Gamlársdagur","NF","Holiday from 13:00"
