"locale","region","date","description","type","notes"
"da-DK","","2022-01-01","Nytårsdag","NF",""
"da-DK","","2022-04-14","Skærtorsdag","NRV",""
"da-DK","","2022-04-15","Langfredag","NRV",""
"da-DK","","2022-04-17","Påskedag","NRV",""
"da-DK","","2022-04-18","Anden påskedag","NRV",""
"da-DK","","2022-05-13","Store bededag","NRV",""
"da-DK","","2022-05-26","Kristi himmelfartsdag","NRV",""
"da-DK","","2022-06-05","Grundlovsdag","NF",""
"da-DK","","2022-06-05","Pinsedag","NRV",""
"da-DK","","2022-06-06","Anden pinsedag","NRV",""
"da-DK","","2022-12-25","Juledag","NRF",""
"da-DK","","2022-12-26","Anden juledag","NRF",""
