"locale","region","date","description","type","notes"
"da-DK","","2027-01-01","Nytårsdag","NF",""
"da-DK","","2027-03-25","Skærtorsdag","NRV",""
"da-DK","","2027-03-26","Langfredag","NRV",""
"da-DK","","2027-03-28","Påskedag","NRV",""
"da-DK","","2027-03-29","Anden påskedag","NRV",""
"da-DK","","2027-05-06","Kristi himmelfartsdag","NRV",""
"da-DK","","2027-05-16","Pinsedag","NRV",""
"da-DK","","2027-05-17","Anden pinsedag","NRV",""
"da-DK","","2027-06-05","Grundlovsdag","NF",""
"da-DK","","2027-12-25","Juledag","NRF",""
"da-DK","","2027-12-26","Anden juledag","NRF",""
