"locale","region","date","description","type","notes"
"es-CO","","2020-01-01","Año Nuevo","NF",""
"es-CO","","2020-01-06","Día de los Reyes Magos","NRV",""
"es-CO","","2020-03-23","Día de San José","NRV",""
"es-CO","","2020-04-09","Jueves Santo","NRV",""
"es-CO","","2020-04-10","Viernes Santo","NRV",""
"es-CO","","2020-04-12","Domingo de Pascua","NRV",""
"es-CO","","2020-05-01","Día del Trabajo","NF",""
"es-CO","","2020-05-25","La Ascensión del Señor","NRV",""
"es-CO","","2020-06-15","Corpus Christi","NRV",""
"es-CO","","2020-06-22","El Sagrado Corazón de Jesús","NRV",""
"es-CO","","2020-06-29","San Pedro y San Pablo","NRV",""
"es-CO","","2020-07-20","Grito de Independencia","NF",""
"es-CO","","2020-08-07","Batalla de Boyacá","NF",""
"es-CO","","2020-08-17","Asunción de la Virgen","NRV",""
"es-CO","","2020-10-12","Día de la Raza","NV",""
"es-CO","","2020-11-02","Todos los Santos","NRV",""
"es-CO","","2020-11-16","Independencia de Cartagena","NV",""
"es-CO","","2020-12-08","Inmaculada Concepción","NRF",""
"es-CO","","2020-12-25","Navidad","NRF",""
