"locale","region","date","description","type","notes"
"es-CO","","2012-01-01","Año Nuevo","NF",""
"es-CO","","2012-01-09","Día de los Reyes Magos","NRV",""
"es-CO","","2012-03-19","Día de San José","NRV",""
"es-CO","","2012-04-05","Jueves Santo","NRV",""
"es-CO","","2012-04-06","Viernes Santo","NRV",""
"es-CO","","2012-04-08","Domingo de Pascua","NRV",""
"es-CO","","2012-05-01","Día del Trabajo","NF",""
"es-CO","","2012-05-21","La Ascensión del Señor","NRV",""
"es-CO","","2012-06-11","Corpus Christi","NRV",""
"es-CO","","2012-06-18","El Sagrado Corazón de Jesús","NRV",""
"es-CO","","2012-07-02","San Pedro y San Pablo","NRV",""
"es-CO","","2012-07-20","Grito de Independencia","NF",""
"es-CO","","2012-08-07","Batalla de Boyacá","NF",""
"es-CO","","2012-08-20","Asunción de la Virgen","NRV",""
"es-CO","","2012-10-15","Día de la Raza","NV",""
"es-CO","","2012-11-05","Todos los Santos","NRV",""
"es-CO","","2012-11-12","Independencia de Cartagena","NV",""
"es-CO","","2012-12-08","Inmaculada Concepción","NRF",""
"es-CO","","2012-12-25","Navidad","NRF",""
