"locale","region","date","description","type","notes"
"es-CO","","2024-01-01","Año Nuevo","NF",""
"es-CO","","2024-01-08","Día de los Reyes Magos","NRV",""
"es-CO","","2024-03-25","Día de San José","NRV",""
"es-CO","","2024-03-28","Jueves Santo","NRV",""
"es-CO","","2024-03-29","Viernes Santo","NRV",""
"es-CO","","2024-03-31","Domingo de Pascua","NRV",""
"es-CO","","2024-05-01","Día del Trabajo","NF",""
"es-CO","","2024-05-13","La Ascensión del Señor","NRV",""
"es-CO","","2024-06-03","Corpus Christi","NRV",""
"es-CO","","2024-06-10","El Sagrado Corazón de Jesús","NRV",""
"es-CO","","2024-07-01","San Pedro y San Pablo","NRV",""
"es-CO","","2024-07-20","Grito de Independencia","NF",""
"es-CO","","2024-08-07","Batalla de Boyacá","NF",""
"es-CO","","2024-08-19","Asunción de la Virgen","NRV",""
"es-CO","","2024-10-14","Día de la Raza","NV",""
"es-CO","","2024-11-04","Todos los Santos","NRV",""
"es-CO","","2024-11-11","Independencia de Cartagena","NV",""
"es-CO","","2024-12-08","Inmaculada Concepción","NRF",""
"es-CO","","2024-12-25","Navidad","NRF",""
