"locale","region","date","description","type","notes"
"lb-LU","","2022-01-01","Neijoerschdag","NF",""
"lb-LU","","2022-04-17","Ouschteren","NF",""
"lb-LU","","2022-04-18","Ouschterméindeg","NF",""
"lb-LU","","2022-05-01","Éischte Mee","NF",""
"lb-LU","","2022-05-09","Europadag","NF",""
"lb-LU","","2022-05-26","Christi Himmelfaart","NF",""
"lb-LU","","2022-06-05","Péngschten","NF",""
"lb-LU","","2022-06-06","Péngschtméindeg","NF",""
"lb-LU","","2022-06-23","Nationalfeierdag","NF",""
"lb-LU","","2022-08-15","Léiffrawëschdag","NRF",""
"lb-LU","","2022-11-01","Allerhellegen","NRF",""
"lb-LU","","2022-12-25","Chrëschtdag","NRF",""
"lb-LU","","2022-12-26","Stiefesdag","NRF",""
