"locale","region","date","description","type","notes"
"lb-LU","","2017-01-01","Neijoerschdag","NF",""
"lb-LU","","2017-04-16","Ouschteren","NF",""
"lb-LU","","2017-04-17","Ouschterméindeg","NF",""
"lb-LU","","2017-05-01","Éischte Mee","NF",""
"lb-LU","","2017-05-25","Christi Himmelfaart","NF",""
"lb-LU","","2017-06-04","Péngschten","NF",""
"lb-LU","","2017-06-05","Péngschtméindeg","NF",""
"lb-LU","","2017-06-23","Nationalfeierdag","NF",""
"lb-LU","","2017-08-15","Léiffrawëschdag","NRF",""
"lb-LU","","2017-11-01","Allerhellegen","NRF",""
"lb-LU","","2017-12-25","Chrëschtdag","NRF",""
"lb-LU","","2017-12-26","Stiefesdag","NRF",""
