"locale","region","date","description","type","notes"
"lb-LU","","2027-01-01","Neijoerschdag","NF",""
"lb-LU","","2027-03-28","Ouschteren","NF",""
"lb-LU","","2027-03-29","Ouschterméindeg","NF",""
"lb-LU","","2027-05-01","Éischte Mee","NF",""
"lb-LU","","2027-05-06","Christi Himmelfaart","NF",""
"lb-LU","","2027-05-09","Europadag","NF",""
"lb-LU","","2027-05-16","Péngschten","NF",""
"lb-LU","","2027-05-17","Péngschtméindeg","NF",""
"lb-LU","","2027-06-23","Nationalfeierdag","NF",""
"lb-LU","","2027-08-15","Léiffrawëschdag","NRF",""
"lb-LU","","2027-11-01","Allerhellegen","NRF",""
"lb-LU","","2027-12-25","Chrëschtdag","NRF",""
"lb-LU","","2027-12-26","Stiefesdag","NRF",""
