"locale","region","date","description","type","notes"
"fi-FI","","2020-01-01","Uudenvuodenpäivä","NF",""
"fi-FI","","2020-01-06","Loppiainen","NRF",""
"fi-FI","","2020-04-10","Pitkäperjantai","NRV",""
"fi-FI","","2020-04-12","Pääsiäispäivä","NRV",""
"fi-FI","","2020-04-13","2. pääsiäispäivä","NRV",""
"fi-FI","","2020-05-01","Vappu","NF",""
"fi-FI","","2020-05-21","Helatorstai","NRV",""
"fi-FI","","2020-05-31","Helluntaipäivä","NRV",""
"fi-FI","","2020-06-20","Juhannuspäivä","NRV",""
"fi-FI","","2020-10-31","Pyhäinpäivä","NRV",""
"fi-FI","","2020-12-06","Itsenäisyyspäivä","NF",""
"fi-FI","","2020-12-25","Joulupäivä","NRF",""
"fi-FI","","2020-12-26","Tapaninpäivä","NRF",""
