"locale","region","date","description","type","notes"
"el-GR","","2017-01-01","Πρωτοχρονιά","NF",""
"el-GR","","2017-01-06","Θεοφάνεια","NRF",""
"el-GR","","2017-02-27","Καθαρά Δευτέρα","NRV",""
"el-GR","","2017-03-25","Ευαγγελισμός της Θεοτόκου και Εθνική Ημέρα Ανεξαρτησίας της Ελλάδας","NF",""
"el-GR","","2017-04-14","Μεγάλη Παρασκευή","NRV",""
"el-GR","","2017-04-15","Μεγάλο Σάββατο","NRV",""
"el-GR","","2017-04-16","Πάσχα","NRV",""
"el-GR","","2017-04-17","Δευτέρα του Πάσχα","NRV",""
"el-GR","","2017-05-01","Πρωτομαγιά","NF",""
"el-GR","","2017-06-05","Δευτέρα του Αγίου Πνεύματος","NRV",""
"el-GR","","2017-08-15","Κοίμηση της Θεοτόκου","NRF",""
"el-GR","","2017-10-28","Ημέρα του ΌΧΙ","NF",""
"el-GR","","2017-12-25","Χριστούγεννα","NRF",""
"el-GR","","2017-12-26","Επόμενη ημέρα Χριστουγέννων","NRF",""
