"locale","region","date","description","type","notes"
"pl-PL","","2020-01-01","Nowy Rok","NF",""
"pl-PL","","2020-01-06","Trzech Króli","NRF",""
"pl-PL","","2020-04-12","Wielkanoc","NRV",""
"pl-PL","","2020-04-13","Poniedziałek Wielkanocny","NRV",""
"pl-PL","","2020-05-01","Święto Pracy","NF",""
"pl-PL","","2020-05-03","Święto Konstytucji Trzeciego Maja","NF",""
"pl-PL","","2020-05-31","Zielone Świątki","NRV",""
"pl-PL","","2020-06-11","Boże Ciało","NRV",""
"pl-PL","","2020-08-15","Wniebowzięcie Najświętszej Maryi Panny","NRF",""
"pl-PL","","2020-11-01","Wszystkich Świętych","NRF",""
"pl-PL","","2020-11-11","Narodowe Święto Niepodległości","NF",""
"pl-PL","","2020-12-25","Boże Narodzenie (pierwszy dzień)","NRF",""
"pl-PL","","2020-12-26","Boże Narodzenie (drugi dzień)","NRF",""
