"locale","region","date","description","type","notes"
"el-GR","","2013-01-01","Πρωτοχρονιά","NF",""
"el-GR","","2013-01-06","Θεοφάνεια","NRF",""
"el-GR","","2013-03-18","Καθαρά Δευτέρα","NRV",""
"el-GR","","2013-03-25","Ευαγγελισμός της Θεοτόκου και Εθνική Ημέρα Ανεξαρτησίας της Ελλάδας","NF",""
"el-GR","","2013-05-01","Πρωτομαγιά","NF",""
"el-GR","","2013-05-03","Μεγάλη Παρασκευή","NRV",""
"el-GR","","2013-05-04","Μεγάλο Σάββατο","NRV",""
"el-GR","","2013-05-05","Πάσχα","NRV",""
"el-GR","","2013-05-06","Δευτέρα του Πάσχα","NRV",""
"el-GR","","2013-06-24","Δευτέρα του Αγίου Πνεύματος","NRV",""
"el-GR","","2013-08-15","Κοίμηση της Θεοτόκου","NRF",""
"el-GR","","2013-10-28","Ημέρα του ΌΧΙ","NF",""
"el-GR","","2013-12-25","Χριστούγεννα","NRF",""
"el-GR","","2013-12-26","Επόμενη ημέρα Χριστουγέννων","NRF",""
