"locale","region","date","description","type","notes"
"el-GR","","2012-01-01","Πρωτοχρονιά","NF",""
"el-GR","","2012-01-06","Θεοφάνεια","NRF",""
"el-GR","","2012-02-27","Καθαρά Δευτέρα","NRV",""
"el-GR","","2012-03-25","Ευαγγελισμός της Θεοτόκου και Εθνική Ημέρα Ανεξαρτησίας της Ελλάδας","NF",""
"el-GR","","2012-04-13","Μεγάλη Παρασκευή","NRV",""
"el-GR","","2012-04-14","Μεγάλο Σάββατο","NRV",""
"el-GR","","2012-04-15","Πάσχα","NRV",""
"el-GR","","2012-04-16","Δευτέρα του Πάσχα","NRV",""
"el-GR","","2012-05-01","Πρωτομαγιά","NF",""
"el-GR","","2012-05-28","Δευτέρα του Αγίου Πνεύματος","NRV",""
"el-GR","","2012-08-15","Κοίμηση της Θεοτόκου","NRF",""
"el-GR","","2012-10-28","Ημέρα του ΌΧΙ","NF",""
"el-GR","","2012-12-25","Χριστούγεννα","NRF",""
"el-GR","","2012-12-26","Επόμενη ημέρα Χριστουγέννων","NRF",""
