"locale","region","date","description","type","notes"
"el-GR","","2011-01-01","Πρωτοχρονιά","NF",""
"el-GR","","2011-01-06","Θεοφάνεια","NRF",""
"el-GR","","2011-03-07","Καθαρά Δευτέρα","NRV",""
"el-GR","","2011-03-25","Ευαγγελισμός της Θεοτόκου και Εθνική Ημέρα Ανεξαρτησίας της Ελλάδας","NF",""
"el-GR","","2011-04-22","Μεγάλη Παρασκευή","NRV",""
"el-GR","","2011-04-23","Μεγάλο Σάββατο","NRV",""
"el-GR","","2011-04-24","Πάσχα","NRV",""
"el-GR","","2011-04-25","Δευτέρα του Πάσχα","NRV",""
"el-GR","","2011-05-01","Πρωτομαγιά","NF",""
"el-GR","","2011-06-13","Δευτέρα του Αγίου Πνεύματος","NRV",""
"el-GR","","2011-08-15","Κοίμηση της Θεοτόκου","NRF",""
"el-GR","","2011-10-28","Ημέρα του ΌΧΙ","NF",""
"el-GR","","2011-12-25","Χριστούγεννα","NRF",""
"el-GR","","2011-12-26","Επόμενη ημέρα Χριστουγέννων","NRF",""
