"locale","region","date","description","type","notes"
"en-GB","","2021-01-01","New Year's Day","NF",""
"en-GB","","2021-04-02","Good Friday","NRV",""
"en-GB","","2021-04-05","Easter Monday","NRV",""
"en-GB","","2021-05-03","Early May Bank Holiday","NV",""
"en-GB","","2021-05-31","Spring Bank Holiday","NV",""
"en-GB","","2021-08-30","August Bank Holiday","NV",""
"en-GB","","2021-12-25","Christmas Day","NRF",""
"en-GB","","2021-12-26","Boxing Day","NF",""
"en-GB","","2021-12-27","Christmas Day (observed)","NV",""
"en-GB","","2021-12-28","Boxing Day (observed)","NV",""
