"locale","region","date","description","type","notes"
"en-GB","","2022-01-01","New Year's Day","NF",""
"en-GB","","2022-01-03","New Year's Day (observed)","NV",""
"en-GB","","2022-04-15","Good Friday","NRV",""
"en-GB","","2022-04-18","Easter Monday","NRV",""
"en-GB","","2022-05-02","Early May Bank Holiday","NV",""
"en-GB","","2022-06-02","Spring Bank Holiday","NV",""
"en-GB","","2022-06-03","Queen's Platinum Jubilee","NV",""
"en-GB","","2022-08-29","August Bank Holiday","NV",""
"en-GB","","2022-12-25","Christmas Day","NRF",""
"en-GB","","2022-12-26","Boxing Day","NF",""
"en-GB","","2022-12-27","Christmas Day (observed)","NV",""
