"locale","region","date","description","type","notes"
"lt-LT","","2017-01-01","Naujieji metai","NF",""
"lt-LT","","2017-02-16","Lietuvos valstybės atkūrimo diena","NF",""
"lt-LT","","2017-03-11","Lietuvos nepriklausomybės atkūrimo diena","NF",""
"lt-LT","","2017-04-16","Velykos","NRV",""
"lt-LT","","2017-04-17","Velykos","NRV",""
"lt-LT","","2017-05-01","Tarptautinė darbo diena","NF",""
"lt-LT","","2017-06-24","Joninės, Rasos","NF",""
"lt-LT","","2017-07-06","Valstybės diena","NF",""
"lt-LT","","2017-08-15","Žolinė","NRF",""
"lt-LT","","2017-11-01","Visų šventųjų diena","NRF",""
"lt-LT","","2017-12-24","Šv. Kalėdos","NRF",""
"lt-LT","","2017-12-25","Šv. Kalėdos","NRF",""
"lt-LT","","2017-12-26","Šv. Kalėdos","NRF",""
