"locale","region","date","description","type","notes"
"lt-LT","","2014-01-01","Naujieji metai","NF",""
"lt-LT","","2014-02-16","Lietuvos valstybės atkūrimo diena","NF",""
"lt-LT","","2014-03-11","Lietuvos nepriklausomybės atkūrimo diena","NF",""
"lt-LT","","2014-04-20","Velykos","NRV",""
"lt-LT","","2014-04-21","Velykos","NRV",""
"lt-LT","","2014-05-01","Tarptautinė darbo diena","NF",""
"lt-LT","","2014-06-24","Joninės, Rasos","NF",""
"lt-LT","","2014-07-06","Valstybės diena","NF",""
"lt-LT","","2014-08-15","Žolinė","NRF",""
"lt-LT","","2014-21-01","Visų šventųjų diena","NRF",""
"lt-LT","","2014-12-24","Šv. Kalėdos","NRF",""
"lt-LT","","2014-12-25","Šv. Kalėdos","NRF",""
"lt-LT","","2014-12-26","Šv. Kalėdos","NRF",""
