"locale","region","date","description","type","notes"
"fr-FR","","2013-01-01","Jour de l'an","NF",""
"fr-FR","","2013-04-01","Lundi de Pâques","NRV",""
"fr-FR","","2013-05-01","Fête du premier mai","NF",""
"fr-FR","","2013-05-08","Armistice 1945","NF",""
"fr-FR","","2013-05-09","Ascension","NRV",""
"fr-FR","","2013-05-19","Pentecôte","NRV",""
"fr-FR","","2013-05-20","Lundi de Pentecôte","NRV",""
"fr-FR","","2013-07-14","Fête nationale","NF",""
"fr-FR","","2013-08-15","Assomption","NRF",""
"fr-FR","","2013-11-01","Toussaint","NRF",""
"fr-FR","","2013-11-11","Armistice 1918","NF",""
"fr-FR","","2013-12-25","Noël","NF",""
