"locale","region","date","description","type","notes"
"de-BE","","2027-01-01","Neujahr","NF",""
"de-BE","","2027-03-28","Ostern","NRV",""
"de-BE","","2027-03-29","Ostermontag","NRV",""
"de-BE","","2027-05-01","Tag der Arbeit","NF",""
"de-BE","","2027-05-06","Christi Himmelfahrt","NRV",""
"de-BE","","2027-05-16","Pfingsten","NRV",""
"de-BE","","2027-05-17","Pfingstmontag","NRV",""
"de-BE","","2027-07-21","Nationalfeiertag","NF",""
"de-BE","","2027-08-15","Mariä Himmelfahrt","NRF",""
"de-BE","","2027-11-01","Allerheiligen","NRF",""
"de-BE","","2027-11-11","Waffenstillstand","NF",""
"de-BE","","2027-12-25","Weihnacht","NRF",""
