"locale","region","date","description","type","notes"
"en-AU","","2014-01-01","New Year's Day","NF",""
"en-AU","","2014-01-26","Australia Day","NF",""
"en-AU","TAS","2014-02-10","Royal Hobart Regatta","V",""
"en-AU","WA","2014-03-03","Labour Day","V",""
"en-AU","VIC","2014-03-10","Labour Day","V",""
"en-AU","ACT","2014-03-10","Canberra Day","V",""
"en-AU","TAS","2014-03-10","Eight Hours Day","V",""
"en-AU","","2014-04-18","Good Friday","NRV",""
"en-AU","QLD","2014-04-19","Easter Saturday","RV",""
"en-AU","SA","2014-04-19","Easter Saturday","RV",""
"en-AU","NSW","2014-04-19","Easter Saturday","RV",""
"en-AU","VIC","2014-04-19","Easter Saturday","RV",""
"en-AU","NT","2014-04-19","Easter Saturday","RV",""
"en-AU","NSW","2014-04-20","Easter Sunday","RV",""
"en-AU","","2014-04-21","Easter Monday","NRV",""
"en-AU","QLD","2014-04-25","Anzac Day","F",""
"en-AU","SA","2014-04-25","Anzac Day","F",""
"en-AU","NSW","2014-04-25","Anzac Day","F",""
"en-AU","WA","2014-04-25","Anzac Day","F",""
"en-AU","VIC","2014-04-25","Anzac Day","F",""
"en-AU","TAS","2014-04-25","Anzac Day","F",""
"en-AU","NT","2014-04-25","Anzac Day","F",""
"en-AU","ACT","2014-04-25","Anzac Day","F",""
"en-AU","NT","2014-05-05","May Day","V",""
"en-AU","WA","2014-06-02","Foundation Day","V",""
"en-AU","QLD","2014-06-09","Queen's Birthday","V",""
"en-AU","SA","2014-06-09","Queen's Birthday","V",""
"en-AU","NSW","2014-06-09","Queen's Birthday","V",""
"en-AU","VIC","2014-06-09","Queen's Birthday","V",""
"en-AU","TAS","2014-06-09","Queen's Birthday","V",""
"en-AU","NT","2014-06-09","Queen's Birthday","V",""
"en-AU","ACT","2014-06-09","Queen's Birthday","V",""
"en-AU","NT","2014-08-04","Picnic Day","V",""
"en-AU","NSW","2014-08-04","Bank Holiday","V",""
"en-AU","WA","2014-09-29","Queen's Birthday","V",""
"en-AU","QLD","2014-10-06","Labour Day","V",""
"en-AU","SA","2014-10-06","Labour Day","V",""
"en-AU","NSW","2014-10-06","Labour Day","V",""
"en-AU","ACT","2014-10-06","Labour Day","V",""
"en-AU","TAS","2014-11-03","Recreation Day","V",""
"en-AU","","2014-12-25","Christmas Day","NRF",""
"en-AU","QLD","2014-12-26","Boxing Day","F",""
"en-AU","SA","2014-12-26","Proclamation Day","F",""
"en-AU","NSW","2014-12-26","Boxing Day","F",""
"en-AU","WA","2014-12-26","Boxing Day","F",""
"en-AU","VIC","2014-12-26","Boxing Day","F",""
"en-AU","TAS","2014-12-26","Boxing Day","F",""
"en-AU","NT","2014-12-26","Boxing Day","F",""
"en-AU","ACT","2014-12-26","Boxing Day","F",""
