"locale","region","date","description","type","notes"
"is-IS","","2019-01-01","Nýársdagur","NRF",""
"is-IS","","2019-04-18","Skírdagur","NRV",""
"is-IS","","2019-04-19","Föstudagurinn langi","NRV",""
"is-IS","","2019-04-21","Páskadagur","NRV",""
"is-IS","","2019-04-22","Annar dagur páska","NRV",""
"is-IS","","2019-04-25","Sumardagurinn fyrsti","NV",""
"is-IS","","2019-05-01","Verkalýðsdagurinn","NF",""
"is-IS","","2019-05-30","Uppstigningardagur","NRV",""
"is-IS","","2019-06-09","Hvítasunnudagur","NRV",""
"is-IS","","2019-06-10","Annar dagur hvítasunnu","NRV",""
"is-IS","","2019-06-17","Þjóðhátíðardagurinn","NF",""
"is-IS","","2019-08-05","Frídagur verslunarmanna","NV",""
"is-IS","","2019-12-24","Aðfangadagur jóla","NRF","Holiday from 13:00"
"is-IS","","2019-12-25","Jóladagur","NRF",""
"is-IS","","2019-12-26","Annar dagur jóla","NRF",""
"is-IS","","2019-12-31","Gamlársdagur","NF","Holiday from 13:00"
