"locale","region","date","description","type","notes"
"is-IS","","2020-01-01","Nýársdagur","NRF",""
"is-IS","","2020-04-09","Skírdagur","NRV",""
"is-IS","","2020-04-10","Föstudagurinn langi","NRV",""
"is-IS","","2020-04-12","Páskadagur","NRV",""
"is-IS","","2020-04-13","Annar dagur páska","NRV",""
"is-IS","","2020-04-23","Sumardagurinn fyrsti","NV",""
"is-IS","","2020-05-01","Verkalýðsdagurinn","NF",""
"is-IS","","2020-05-21","Uppstigningardagur","NRV",""
"is-IS","","2020-05-31","Hvítasunnudagur","NRV",""
"is-IS","","2020-06-01","Annar dagur hvítasunnu","NRV",""
"is-IS","","2020-06-17","Þjóðhátíðardagurinn","NF",""
"is-IS","","2020-08-03","Frídagur verslunarmanna","NV",""
"is-IS","","2020-12-24","Aðfangadagur jóla","NRF","Holiday from 13:00"
"is-IS","","2020-12-25","Jóladagur","NRF",""
"is-IS","","2020-12-26","Annar dagur jóla","NRF",""
"is-IS","","2020-12-31","Gamlársdagur","NF","Holiday from 13:00"
