"locale","region","date","description","type","notes"
"is-IS","","2011-01-01","Nýársdagur","NRF",""
"is-IS","","2011-04-21","Skírdagur","NRV",""
"is-IS","","2011-04-21","Sumardagurinn fyrsti","NV",""
"is-IS","","2011-04-22","Föstudagurinn langi","NRV",""
"is-IS","","2011-04-24","Páskadagur","NRV",""
"is-IS","","2011-04-25","Annar dagur páska","NRV",""
"is-IS","","2011-05-01","Verkalýðsdagurinn","NF",""
"is-IS","","2011-06-02","Uppstigningardagur","NRV",""
"is-IS","","2011-06-12","Hvítasunnudagur","NRV",""
"is-IS","","2011-06-13","Annar dagur hvítasunnu","NRV",""
"is-IS","","2011-06-17","Þjóðhátíðardagurinn","NF",""
"is-IS","","2011-08-01","Frídagur verslunarmanna","NV",""
"is-IS","","2011-12-24","Aðfangadagur jóla","NRF","Holiday from 13:00"
"is-IS","","2011-12-25","Jóladagur","NRF",""
"is-IS","","2011-12-26","Annar dagur jóla","NRF",""
"is-IS","","2011-12-31","Gamlársdagur","NF","Holiday from 13:00"
