"locale","region","date","description","type","notes"
"lv-LV","","2018-01-01","Jaunais Gads","NF",""
"lv-LV","","2018-03-30","Lielā Piektdiena","NRV",""
"lv-LV","","2018-04-01","Lieldienas","NRV",""
"lv-LV","","2018-04-02","2. Lieldienas","NRV",""
"lv-LV","","2018-05-01","Darba svētki","NF",""
"lv-LV","","2018-05-05","Latvijas Republikas Neatkarības atjaunošanas dienu","NF","05-04"
"lv-LV","","2018-06-24","Jāņi","NF",""
"lv-LV","","2018-11-18","Latvijas Republikas proklamēšanas diena","NF","11-18"
"lv-LV","","2018-12-24","Ziemassvētku vakars","NRF",""
"lv-LV","","2018-12-25","Ziemassvētki","NRF",""
"lv-LV","","2018-12-26","2. Ziemassvētki","NRF",""
"lv-LV","","2018-12-31","Vecgada vakars","NF",""
