"locale","region","date","description","type","notes"
"lv-LV","","2012-01-01","Jaunais Gads","NF",""
"lv-LV","","2012-04-06","Lielā Piektdiena","NRV",""
"lv-LV","","2012-04-08","Lieldienas","NRV",""
"lv-LV","","2012-04-09","2. Lieldienas","NRV",""
"lv-LV","","2012-05-01","Darba svētki","NF",""
"lv-LV","","2012-05-04","Latvijas Republikas Neatkarības atjaunošanas dienu","NF","05-04"
"lv-LV","","2012-06-24","Jāņi","NF",""
"lv-LV","","2012-11-19","Latvijas Republikas proklamēšanas diena","NF","11-18"
"lv-LV","","2012-12-24","Ziemassvētku vakars","NRF",""
"lv-LV","","2012-12-25","Ziemassvētki","NRF",""
"lv-LV","","2012-12-26","2. Ziemassvētki","NRF",""
"lv-LV","","2012-12-31","Vecgada vakars","NF",""
