"locale","region","date","description","type","notes"
"lv-LV","","2016-01-01","Jaunais Gads","NF",""
"lv-LV","","2016-03-25","Lielā Piektdiena","NRV",""
"lv-LV","","2016-03-27","Lieldienas","NRV",""
"lv-LV","","2016-03-27","2. Lieldienas","NRV",""
"lv-LV","","2016-05-01","Darba svētki","NF",""
"lv-LV","","2016-05-05","Latvijas Republikas Neatkarības atjaunošanas dienu","NF","05-04"
"lv-LV","","2016-06-24","Jāņi","NF",""
"lv-LV","","2016-11-18","Latvijas Republikas proklamēšanas diena","NF","11-18"
"lv-LV","","2016-12-24","Ziemassvētku vakars","NRF",""
"lv-LV","","2016-12-25","Ziemassvētki","NRF",""
"lv-LV","","2016-12-26","2. Ziemassvētki","NRF",""
"lv-LV","","2016-12-31","Vecgada vakars","NF",""
