"locale","region","date","description","type","notes"
"fi-FI","","2023-01-01","Uudenvuodenpäivä","NF",""
"fi-FI","","2023-01-06","Loppiainen","NRF",""
"fi-FI","","2023-04-07","Pitkäperjantai","NRV",""
"fi-FI","","2023-04-09","Pääsiäispäivä","NRV",""
"fi-FI","","2023-04-10","2. pääsiäispäivä","NRV",""
"fi-FI","","2023-05-01","Vappu","NF",""
"fi-FI","","2023-05-18","Helatorstai","NRV",""
"fi-FI","","2023-05-28","Helluntaipäivä","NRV",""
"fi-FI","","2023-06-24","Juhannuspäivä","NRV",""
"fi-FI","","2023-11-04","Pyhäinpäivä","NRV",""
"fi-FI","","2023-12-06","Itsenäisyyspäivä","NF",""
"fi-FI","","2023-12-25","Joulupäivä","NRF",""
"fi-FI","","2023-12-26","Tapaninpäivä","NRF",""
