"locale","region","date","description","type","notes"
"fi-FI","","2012-01-01","Uudenvuodenpäivä","NF",""
"fi-FI","","2012-01-06","Loppiainen","NRF",""
"fi-FI","","2012-04-06","Pitkäperjantai","NRV",""
"fi-FI","","2012-04-08","Pääsiäispäivä","NRV",""
"fi-FI","","2012-04-09","2. pääsiäispäivä","NRV",""
"fi-FI","","2012-05-01","Vappu","NF",""
"fi-FI","","2012-05-17","Helatorstai","NRV",""
"fi-FI","","2012-05-27","Helluntaipäivä","NRV",""
"fi-FI","","2012-06-23","Juhannuspäivä","NRV",""
"fi-FI","","2012-11-03","Pyhäinpäivä","NRV",""
"fi-FI","","2012-12-06","Itsenäisyyspäivä","NF",""
"fi-FI","","2012-12-25","Joulupäivä","NRF",""
"fi-FI","","2012-12-26","Tapaninpäivä","NRF",""
