"locale","region","date","description","type","notes"
"de-AT","","2019-01-01","Neujahr","NF",""
"de-AT","","2019-01-06","Heilige drei Könige","NRF",""
"de-AT","2","2019-03-19","Josef","RF",""
"de-AT","6","2019-03-19","Josef","RF",""
"de-AT","7","2019-03-19","Josef","RF",""
"de-AT","8","2019-03-19","Josef","RF",""
"de-AT","","2019-04-19","Karfreitag","NRV",""
"de-AT","","2019-04-21","Ostersonntag","NRV",""
"de-AT","","2019-04-22","Ostermontag","NRV",""
"de-AT","","2019-05-01","Staatsfeiertag","NF",""
"de-AT","4","2019-05-04","Florian","F",""
"de-AT","","2019-05-30","Christi Himmelfahrt","NRV",""
"de-AT","","2019-06-09","Pfingstsonntag","NRV",""
"de-AT","","2019-06-10","Pfingstmontag","NRV",""
"de-AT","","2019-06-20","Fronleichnam","NRV",""
"de-AT","","2019-08-15","Mariä Himmelfahrt","NRF",""
"de-AT","5","2019-09-24","Rupert","F",""
"de-AT","2","2019-10-10","Tag der Volksabstimmung","F",""
"de-AT","","2019-10-26","Nationalfeiertag","NF",""
"de-AT","","2019-11-01","Allerheiligen","NRF",""
"de-AT","1","2019-11-11","Martin","F",""
"de-AT","9","2019-11-15","Leopold","F",""
"de-AT","3","2019-11-15","Leopold","F",""
"de-AT","","2019-12-08","Mariä Empfängnis","NRF",""
"de-AT","","2019-12-24","Heiliger Abend","NRF",""
"de-AT","","2019-12-25","Christtag","NRF",""
"de-AT","","2019-12-26","Stefanitag","NF",""
"de-AT","","2019-12-31","Silvester","NF",""
