"locale","region","date","description","type","notes"
"de-AT","","2027-01-01","Neujahr","NF",""
"de-AT","","2027-01-06","Heilige drei Könige","NRF",""
"de-AT","2","2027-03-19","Josef","RF",""
"de-AT","6","2027-03-19","Josef","RF",""
"de-AT","7","2027-03-19","Josef","RF",""
"de-AT","8","2027-03-19","Josef","RF",""
"de-AT","","2027-03-26","Karfreitag","NRV",""
"de-AT","","2027-03-28","Ostersonntag","NRV",""
"de-AT","","2027-03-29","Ostermontag","NRV",""
"de-AT","","2027-05-01","Staatsfeiertag","NF",""
"de-AT","4","2027-05-04","Florian","F",""
"de-AT","","2027-05-06","Christi Himmelfahrt","NRV",""
"de-AT","","2027-05-16","Pfingstsonntag","NRV",""
"de-AT","","2027-05-17","Pfingstmontag","NRV",""
"de-AT","","2027-05-27","Fronleichnam","NRV",""
"de-AT","","2027-08-15","Mariä Himmelfahrt","NRF",""
"de-AT","5","2027-09-24","Rupert","F",""
"de-AT","2","2027-10-10","Tag der Volksabstimmung","F",""
"de-AT","","2027-10-26","Nationalfeiertag","NF",""
"de-AT","","2027-11-01","Allerheiligen","NRF",""
"de-AT","1","2027-11-11","Martin","F",""
"de-AT","3","2027-11-15","Leopold","F",""
"de-AT","9","2027-11-15","Leopold","F",""
"de-AT","","2027-12-08","Mariä Empfängnis","NRF",""
"de-AT","","2027-12-24","Heiliger Abend","NRF",""
"de-AT","","2027-12-25","Christtag","NRF",""
"de-AT","","2027-12-26","Stefanitag","NF",""
"de-AT","","2027-12-31","Silvester","NF",""
