"locale","region","date","description","type","notes"
"be-BY","","2012-01-01","Новы Год","NF",""
"be-BY","","2012-01-07","Раство Хрыстова(праваслаўнае)","NRF",""
"be-BY","","2012-08-03","Міжнародны жаночы дзень","NF",""
"be-BY","","2012-04-15","Пасха(праваслаўная)","NRV",""
"be-BY","","2012-04-24","Радуніца","NRV",""
"be-BY","","2012-05-01","Свята працы","NF",""
"be-BY","","2012-05-09","Дзень Перамогі","NF",""
"be-BY","","2012-07-03","Дзень незалежнаці","NF",""
"be-BY","","2012-11-07","Дзень Кастрычніцкай рэвалюцыі","NF",""
"be-BY","","2012-12-25","Раство Хрыстова(у заходніх хрысціян)","NRF",""
