"locale","region","date","description","type","notes"
"be-BY","","2017-01-01","Новы Год","NF",""
"be-BY","","2017-01-07","Раство Хрыстова(праваслаўнае)","NRF",""
"be-BY","","2017-08-03","Міжнародны жаночы дзень","NF",""
"be-BY","","2017-04-16","Пасха(праваслаўная)","NRV",""
"be-BY","","2017-04-25","Радуніца","NRV",""
"be-BY","","2017-05-01","Свята працы","NF",""
"be-BY","","2017-05-09","Дзень Перамогі","NF",""
"be-BY","","2017-07-03","Дзень незалежнаці","NF",""
"be-BY","","2017-11-07","Дзень Кастрычніцкай рэвалюцыі","NF",""
"be-BY","","2017-12-25","Раство Хрыстова(у заходніх хрысціян)","NRF",""
