"locale","region","date","description","type","notes"
"nl-BE","","2021-01-01","Nieuwjaar","NF",""
"nl-BE","","2021-04-04","Pasen","NRV",""
"nl-BE","","2021-04-05","Paasmaandag","NRV",""
"nl-BE","","2021-05-01","Dag van de arbeid","NF",""
"nl-BE","","2021-05-13","Onze Lieve Heer hemelvaart","NRV",""
"nl-BE","","2021-05-23","Pinksteren","NRV",""
"nl-BE","","2021-05-24","Pinkstermaandag","NRV",""
"nl-BE","","2021-07-21","Nationale feestdag","NF",""
"nl-BE","","2021-08-15","Onze Lieve Vrouw hemelvaart","NRF",""
"nl-BE","","2021-11-01","Allerheiligen","NRF",""
"nl-BE","","2021-11-11","Wapenstilstand","NF",""
"nl-BE","","2021-12-25","Kerstmis","NRF",""
