"locale","region","date","description","type","notes"
"nl-BE","","2027-01-01","Nieuwjaar","NF",""
"nl-BE","","2027-03-28","Pasen","NRV",""
"nl-BE","","2027-03-29","Paasmaandag","NRV",""
"nl-BE","","2027-05-01","Dag van de arbeid","NF",""
"nl-BE","","2027-05-06","Onze Lieve Heer hemelvaart","NRV",""
"nl-BE","","2027-05-16","Pinksteren","NRV",""
"nl-BE","","2027-05-17","Pinkstermaandag","NRV",""
"nl-BE","","2027-07-21","Nationale feestdag","NF",""
"nl-BE","","2027-08-15","Onze Lieve Vrouw hemelvaart","NRF",""
"nl-BE","","2027-11-01","Allerheiligen","NRF",""
"nl-BE","","2027-11-11","Wapenstilstand","NF",""
"nl-BE","","2027-12-25","Kerstmis","NRF",""
