"locale","region","date","description","type","notes"
"nl-BE","","2012-01-01","Nieuwjaar","NF",""
"nl-BE","","2012-04-08","Pasen","NRV",""
"nl-BE","","2012-04-09","Paasmaandag","NRV",""
"nl-BE","","2012-05-01","Dag van de arbeid","NF",""
"nl-BE","","2012-05-17","Onze Lieve Heer hemelvaart","NRV",""
"nl-BE","","2012-05-27","Pinksteren","NRV",""
"nl-BE","","2012-05-28","Pinkstermaandag","NRV",""
"nl-BE","","2012-07-21","Nationale feestdag","NF",""
"nl-BE","","2012-08-15","Onze Lieve Vrouw hemelvaart","NRF",""
"nl-BE","","2012-11-01","Allerheiligen","NRF",""
"nl-BE","","2012-11-11","Wapenstilstand","NF",""
"nl-BE","","2012-12-25","Kerstmis","NRF",""
