"locale","region","date","description","type","notes"
"en-CA","","2023-01-01","New Year's Day","NF",""
"en-CA","AB","2023-02-20","Family Day","V",""
"en-CA","ON","2023-02-20","Family Day","V",""
"en-CA","SK","2023-02-20","Family Day","V",""
"en-CA","NB","2023-02-20","Family Day","V",""
"en-CA","MB","2023-02-20","Louis Riel Day","V",""
"en-CA","PE","2023-02-20","Islander Day","V",""
"en-CA","","2023-04-07","Good Friday","NRV",""
"en-CA","AB","2023-04-10","Easter Monday","RV",""
"en-CA","PE","2023-04-10","Easter Monday","RV",""
"en-CA","QC","2023-04-10","Easter Monday","RV",""
"en-CA","QC","2023-05-22","National Patriots' Day","V",""
"en-CA","AB","2023-05-22","Victoria Day","V",""
"en-CA","BC","2023-05-22","Victoria Day","V",""
"en-CA","MB","2023-05-22","Victoria Day","V",""
"en-CA","NS","2023-05-22","Victoria Day","V",""
"en-CA","ON","2023-05-22","Victoria Day","V",""
"en-CA","SK","2023-05-22","Victoria Day","V",""
"en-CA","NT","2023-05-22","Victoria Day","V",""
"en-CA","NU","2023-05-22","Victoria Day","V",""
"en-CA","YT","2023-05-22","Victoria Day","V",""
"en-CA","QC","2023-06-24","National Holiday","F",""
"en-CA","","2023-07-01","Canada Day","NF",""
"en-CA","NT","2023-08-07","August Civic Holiday","V",""
"en-CA","NU","2023-08-07","August Civic Holiday","V",""
"en-CA","SK","2023-08-07","Saskatchewan Day","V",""
"en-CA","AB","2023-08-07","Heritage Day","V",""
"en-CA","NS","2023-08-07","Heritage Day","V",""
"en-CA","NB","2023-08-07","New Brunswick Day","V",""
"en-CA","","2023-09-04","Labour Day","NV",""
"en-CA","AB","2023-10-09","Thanksgiving Day","V",""
"en-CA","BC","2023-10-09","Thanksgiving Day","V",""
"en-CA","MB","2023-10-09","Thanksgiving Day","V",""
"en-CA","NL","2023-10-09","Thanksgiving Day","V",""
"en-CA","ON","2023-10-09","Thanksgiving Day","V",""
"en-CA","QC","2023-10-09","Thanksgiving Day","V",""
"en-CA","SK","2023-10-09","Thanksgiving Day","V",""
"en-CA","NT","2023-10-09","Thanksgiving Day","V",""
"en-CA","NU","2023-10-09","Thanksgiving Day","V",""
"en-CA","YT","2023-10-09","Thanksgiving Day","V",""
"en-CA","AB","2023-11-11","Remembrance Day","F",""
"en-CA","BC","2023-11-11","Remembrance Day","F",""
"en-CA","NB","2023-11-11","Remembrance Day","F",""
"en-CA","NL","2023-11-11","Remembrance Day","F",""
"en-CA","NT","2023-11-11","Remembrance Day","F",""
"en-CA","","2023-12-25","Christmas Day","NRF",""
"en-CA","","2023-12-26","Boxing Day","NRF",""
