"locale","region","date","description","type","notes"
"et-EE","","2026-01-01","Uusaasta","NF",""
"et-EE","","2026-02-24","Iseseisvuspäev, Eesti Vabariigi aastapäev","NF",""
"et-EE","","2026-04-03","Suur reede","NRV",""
"et-EE","","2026-04-05","Ülestõusmispühade 1. püha","NRV",""
"et-EE","","2026-05-01","Kevadpüha","NF",""
"et-EE","","2026-05-24","Nelipühade 1. püha","NRV",""
"et-EE","","2026-06-23","Võidupüha","NF",""
"et-EE","","2026-06-24","Jaanipäev","NF",""
"et-EE","","2026-08-20","Taasiseseisvumispäev","NF",""
"et-EE","","2026-12-24","Jõululaupäev","NF",""
"et-EE","","2026-12-25","Esimene jõulupüha","NF",""
"et-EE","","2026-12-26","Teine jõulupüha","NF",""
