"locale","region","date","description","type","notes"
"et-EE","","2027-01-01","Uusaasta","NF",""
"et-EE","","2027-02-24","Iseseisvuspäev, Eesti Vabariigi aastapäev","NF",""
"et-EE","","2027-03-26","Suur reede","NRV",""
"et-EE","","2027-03-28","Ülestõusmispühade 1. püha","NRV",""
"et-EE","","2027-05-01","Kevadpüha","NF",""
"et-EE","","2027-05-16","Nelipühade 1. püha","NRV",""
"et-EE","","2027-06-23","Võidupüha","NF",""
"et-EE","","2027-06-24","Jaanipäev","NF",""
"et-EE","","2027-08-20","Taasiseseisvumispäev","NF",""
"et-EE","","2027-12-24","Jõululaupäev","NF",""
"et-EE","","2027-12-25","Esimene jõulupüha","NF",""
"et-EE","","2027-12-26","Teine jõulupüha","NF",""
