"locale","region","date","description","type","notes"
"hr-HR","","2016-01-01","Nova Godina","NF",""
"hr-HR","","2016-01-06","Bogojavljenje","NRF",""
"hr-HR","","2016-03-27","Uskrs","NRV",""
"hr-HR","","2016-03-28","Uskrsni ponedjeljak","NRV",""
"hr-HR","","2016-05-01","Praznik rada","NF",""
"hr-HR","","2016-05-26","Tijelovo","NRV",""
"hr-HR","","2016-06-22","Dan antifašističke borbe","NF",""
"hr-HR","","2016-06-25","Dan državnosti","NF",""
"hr-HR","","2016-08-05","Dan pobjede i domovinske zahvalnosti i Dan hrvatskih branitelja","NF",""
"hr-HR","","2016-08-15","Velika Gospa","NRF",""
"hr-HR","","2016-10-08","Dan neovisnosti","NF",""
"hr-HR","","2016-11-01","Dan svih svetih","NRF",""
"hr-HR","","2016-12-25","Božić","NRF",""
"hr-HR","","2016-12-26","Prvi dan po Božiću","NF",""
