"locale","region","date","description","type","notes"
"hr-HR","","2018-01-01","Nova Godina","NF",""
"hr-HR","","2018-01-06","Bogojavljenje","NRF",""
"hr-HR","","2018-04-01","Uskrs","NRV",""
"hr-HR","","2018-04-02","Uskrsni ponedjeljak","NRV",""
"hr-HR","","2018-05-01","Praznik rada","NF",""
"hr-HR","","2018-05-31","Tijelovo","NRV",""
"hr-HR","","2018-06-22","Dan antifašističke borbe","NF",""
"hr-HR","","2018-06-25","Dan državnosti","NF",""
"hr-HR","","2018-08-05","Dan pobjede","NF",""
"hr-HR","","2018-08-15","Velika Gospa","NRF",""
"hr-HR","","2018-10-08","Dan neovisnosti","NF",""
"hr-HR","","2018-11-01","Dan svih svetih","NRF",""
"hr-HR","","2018-12-25","Božić","NRF",""
"hr-HR","","2018-12-26","Prvi dan po Božiću","NF",""
