"locale","region","date","description","type","notes"
"en-ZA","","2019-01-01","New Year's Day","NF",""
"en-ZA","","2019-03-21","Human Rights Day","NF",""
"en-ZA","","2019-04-19","Good Friday","NRV",""
"en-ZA","","2019-04-22","Family Day","NRV",""
"en-ZA","","2019-04-27","Freedom Day","NF",""
"en-ZA","","2019-05-01","Worker's Day","NF",""
"en-ZA","","2019-06-16","Youth Day","NF",""
"en-ZA","","2019-06-17","Youth Day (Supplement)","NF","Supplement holiday"
"en-ZA","","2019-08-09","National Women's Day","NF",""
"en-ZA","","2019-09-24","Heritage Day","NF",""
"en-ZA","","2019-12-16","Day of Reconciliation","NF",""
"en-ZA","","2019-12-25","Christmas Day","NF",""
"en-ZA","","2019-12-26","Day of Goodwill","NF",""
