"locale","region","date","description","type","notes"
"en-ZA","","2025-01-01","New Year's Day","NF",""
"en-ZA","","2025-03-21","Human Rights Day","NF",""
"en-ZA","","2025-04-18","Good Friday","NRV",""
"en-ZA","","2025-04-21","Family Day","NRV",""
"en-ZA","","2025-04-27","Freedom Day","NF",""
"en-ZA","","2025-04-28","Freedom Day (Supplement)","NF","Supplement holiday"
"en-ZA","","2025-05-01","Worker's Day","NF",""
"en-ZA","","2025-06-16","Youth Day","NF",""
"en-ZA","","2025-08-09","National Women's Day","NF",""
"en-ZA","","2025-09-24","Heritage Day","NF",""
"en-ZA","","2025-12-16","Day of Reconciliation","NF",""
"en-ZA","","2025-12-25","Christmas Day","NF",""
"en-ZA","","2025-12-26","Day of Goodwill","NF",""
