"locale","region","date","description","type","notes"
"en-ZA","","2024-01-01","New Year's Day","NF",""
"en-ZA","","2024-03-21","Human Rights Day","NF",""
"en-ZA","","2024-03-29","Good Friday","NRV",""
"en-ZA","","2024-04-01","Family Day","NRV",""
"en-ZA","","2024-04-27","Freedom Day","NF",""
"en-ZA","","2024-05-01","Worker's Day","NF",""
"en-ZA","","2024-06-16","Youth Day","NF",""
"en-ZA","","2024-06-17","Youth Day (Supplement)","NF","Supplement holiday"
"en-ZA","","2024-08-09","National Women's Day","NF",""
"en-ZA","","2024-09-24","Heritage Day","NF",""
"en-ZA","","2024-12-16","Day of Reconciliation","NF",""
"en-ZA","","2024-12-25","Christmas Day","NF",""
"en-ZA","","2024-12-26","Day of Goodwill","NF",""
