"locale","region","date","description","type","notes"
"de-BE","","2011-01-01","Neujahr","NF",""
"de-BE","","2011-04-24","Ostern","NRV",""
"de-BE","","2011-04-25","Ostermontag","NRV",""
"de-BE","","2011-05-01","Tag der Arbeit","NF",""
"de-BE","","2011-06-02","Christi Himmelfahrt","NRV",""
"de-BE","","2011-06-12","Pfingsten","NRV",""
"de-BE","","2011-06-13","Pfingstmontag","NRV",""
"de-BE","","2011-07-21","Nationalfeiertag","NF",""
"de-BE","","2011-08-15","Mariä Himmelfahrt","NRF",""
"de-BE","","2011-11-01","Allerheiligen","NRF",""
"de-BE","","2011-11-11","Waffenstillstand","NF",""
"de-BE","","2011-12-25","Weihnacht","NRF",""
